Datetime,Open,High,Low,Close,Volume,Adj Close
2024-07-26 12:08:00+00:00,67375.99,67376.0,67344.74,67344.75,406393,528
2024-07-26 12:09:00+00:00,67344.74,67344.75,67328.01,67334.93,181864,398
2024-07-26 12:10:00+00:00,67334.94,67334.94,67304.0,67320.81,329655,505
2024-07-26 12:11:00+00:00,67320.82,67320.82,67312.0,67312.0,101285,227
2024-07-26 12:12:00+00:00,67312.0,67312.01,67287.15,67287.15,682596,441
2024-07-26 12:13:00+00:00,67287.15,67287.15,67286.01,67286.01,128650,220
2024-07-26 12:14:00+00:00,67286.02,67309.44,67286.01,67309.43,281436,410
2024-07-26 12:15:00+00:00,67309.44,67309.44,67288.0,67288.0,131568,325
2024-07-26 12:16:00+00:00,67288.0,67288.01,67254.92,67254.92,414135,466
2024-07-26 12:17:00+00:00,67254.92,67284.01,67250.0,67284.0,851887,675
2024-07-26 12:18:00+00:00,67284.01,67299.0,67284.01,67285.04,346942,446
2024-07-26 12:19:00+00:00,67285.04,67285.05,67248.22,67248.23,212629,556
2024-07-26 12:20:00+00:00,67248.22,67270.0,67242.0,67242.0,387685,658
2024-07-26 12:21:00+00:00,67242.01,67276.0,67242.0,67276.0,327011,498
2024-07-26 12:22:00+00:00,67276.0,67276.0,67260.93,67260.93,432744,320
2024-07-26 12:23:00+00:00,67260.93,67282.66,67260.93,67280.0,680027,500
2024-07-26 12:24:00+00:00,67280.0,67296.0,67274.01,67296.0,592059,457
2024-07-26 12:25:00+00:00,67295.99,67323.09,67295.99,67323.08,958327,483
2024-07-26 12:26:00+00:00,67323.09,67323.09,67314.0,67319.69,444648,324
2024-07-26 12:27:00+00:00,67319.69,67319.7,67302.0,67302.0,482214,416
2024-07-26 12:28:00+00:00,67302.01,67306.0,67301.82,67301.82,700219,335
2024-07-26 12:29:00+00:00,67301.82,67338.0,67301.82,67338.0,1117240,600
2024-07-26 12:30:00+00:00,67337.99,67410.0,67223.0,67249.99,6989568,3542
2024-07-26 12:31:00+00:00,67249.99,67255.99,67129.99,67150.0,4111002,2972
2024-07-26 12:32:00+00:00,67150.01,67288.01,67140.0,67237.99,2183935,2398
2024-07-26 12:33:00+00:00,67237.99,67297.99,67212.66,67234.0,727513,1246
2024-07-26 12:34:00+00:00,67234.0,67238.01,67200.0,67200.0,485501,858
2024-07-26 12:35:00+00:00,67200.01,67214.0,67154.0,67154.01,632111,1119
2024-07-26 12:36:00+00:00,67154.0,67228.0,67150.0,67227.99,1049044,1066
2024-07-26 12:37:00+00:00,67228.0,67238.0,67176.0,67178.01,512839,824
2024-07-26 12:38:00+00:00,67178.01,67191.13,67176.0,67191.13,419525,612
2024-07-26 12:39:00+00:00,67191.12,67191.13,67176.0,67188.0,200753,498
2024-07-26 12:40:00+00:00,67188.0,67223.0,67188.0,67202.0,397136,555
2024-07-26 12:41:00+00:00,67202.01,67202.01,67156.25,67156.26,416596,668
2024-07-26 12:42:00+00:00,67156.26,67172.0,67156.26,67160.02,199051,545
2024-07-26 12:43:00+00:00,67160.02,67165.99,67145.63,67145.63,395344,585
2024-07-26 12:44:00+00:00,67145.64,67155.0,67108.0,67130.0,849828,1165
