Datetime,Open,High,Low,Close,Volume,Adj Close,Prediction,pointpos,Prediction_plot
2024-07-25 16:50:00+00:00,64826.74,64887.93,64818.0,64872.01,2274329,1562,0,64818.0005,1
2024-07-25 16:51:00+00:00,64872.0,64872.0,64842.0,64852.01,868490,1331,1,64842.0005,1
2024-07-25 16:52:00+00:00,64852.01,64894.89,64852.01,64890.13,537276,819,0,64852.010500000004,1
2024-07-25 16:53:00+00:00,64890.13,64927.93,64884.0,64884.01,771868,1099,0,64884.0005,1
2024-07-25 16:54:00+00:00,64884.0,64892.0,64868.0,64876.0,549854,557,1,64868.0005,1
2024-07-25 16:55:00+00:00,64876.0,64889.79,64840.0,64878.01,654194,1177,0,64840.0005,1
2024-07-25 16:56:00+00:00,64878.01,64903.99,64864.0,64864.01,695581,860,1,64864.0005,1
2024-07-25 16:57:00+00:00,64864.0,64903.99,64856.0,64896.13,596272,792,0,64856.0005,1
2024-07-25 16:58:00+00:00,64896.12,64896.13,64858.0,64889.99,385760,948,0,64858.0005,1
2024-07-25 16:59:00+00:00,64889.99,64899.98,64860.0,64868.0,591049,759,1,64860.0005,1
2024-07-25 17:00:00+00:00,64868.0,64880.01,64832.0,64848.05,1202613,1099,3,64832.0005,1
2024-07-25 17:01:00+00:00,64848.06,64970.0,64848.06,64969.99,1661864,1525,2,64848.0605,1
2024-07-25 17:02:00+00:00,64970.0,65010.0,64947.15,65008.92,1157820,1444,1,64947.1505,1
2024-07-25 17:03:00+00:00,65008.91,65042.0,64994.01,65042.0,1088151,1467,0,64994.010500000004,1
2024-07-25 17:04:00+00:00,65041.99,65042.0,64920.0,64920.01,727383,1220,3,64920.0005,1
2024-07-25 17:05:00+00:00,64920.0,65000.0,64902.0,64990.01,744297,1193,2,64902.0005,1
2024-07-25 17:06:00+00:00,64990.0,65016.66,64990.0,65004.0,371701,683,1,64990.0005,1
2024-07-25 17:07:00+00:00,65004.01,65034.01,64996.0,65028.01,1600299,959,0,64996.0005,1
2024-07-25 17:08:00+00:00,65028.0,65028.0,65000.0,65000.01,574738,664,2,65000.0005,1
2024-07-25 17:09:00+00:00,65000.0,65010.0,64996.0,65009.98,421024,532,1,64996.0005,1
2024-07-25 17:10:00+00:00,65009.98,65011.12,64992.7,65011.11,546940,806,0,64992.7005,1
2024-07-25 17:11:00+00:00,65011.12,65011.12,64928.23,64930.36,1257218,1507,1,64928.230500000005,1
2024-07-25 17:12:00+00:00,64930.35,64970.0,64930.35,64950.86,236683,715,0,64930.3505,1
2024-07-25 17:13:00+00:00,64950.87,64950.87,64922.0,64933.23,328589,779,0,64922.0005,1
2024-07-25 17:14:00+00:00,64933.23,64933.23,64898.0,64898.08,474120,765,0,64898.0005,1
2024-07-25 17:15:00+00:00,64898.08,64938.0,64880.0,64888.0,724989,1290,1,64880.0005,1
2024-07-25 17:16:00+00:00,64888.0,64952.51,64888.0,64940.0,528465,1226,0,64888.0005,1
2024-07-25 17:17:00+00:00,64940.01,64961.84,64896.0,64900.0,780093,1049,0,64896.0005,1
2024-07-25 17:18:00+00:00,64900.0,64900.0,64848.0,64860.0,486410,991,3,64848.0005,1
2024-07-25 17:19:00+00:00,64860.0,64914.1,64859.99,64872.01,1408165,1168,2,64859.9905,1
2024-07-25 17:20:00+00:00,64872.0,64896.01,64866.0,64892.0,507511,980,1,64866.0005,1
2024-07-25 17:21:00+00:00,64892.01,64950.0,64892.0,64946.0,777425,980,0,64892.0005,1
2024-07-25 17:22:00+00:00,64946.0,64946.01,64900.0,64900.01,466590,995,0,64900.0005,1
2024-07-25 17:23:00+00:00,64900.0,64900.01,64880.0,64894.0,489160,722,0,64880.0005,1
2024-07-25 17:24:00+00:00,64894.0,64906.2,64860.0,64860.01,890808,882,0,64860.0005,1
2024-07-25 17:25:00+00:00,64860.01,64860.01,64830.0,64838.01,761794,863,0,64830.0005,1
2024-07-25 17:26:00+00:00,64838.01,64849.42,64832.0,64832.01,179626,538,1,64832.0005,1
2024-07-25 17:27:00+00:00,64832.01,64850.0,64816.62,64844.31,755273,870,0,64816.620500000005,1
2024-07-25 17:28:00+00:00,64844.31,64844.32,64764.0,64776.41,945170,1335,2,64764.0005,1
2024-07-25 17:29:00+00:00,64776.41,64806.93,64776.41,64806.92,508935,529,1,64776.410500000005,1
2024-07-25 17:30:00+00:00,64806.92,64854.59,64806.92,64854.58,1005052,1573,0,64806.9205,1
2024-07-25 17:31:00+00:00,64854.58,64854.58,64812.06,64852.0,423570,1190,0,64812.0605,1
2024-07-25 17:32:00+00:00,64852.01,64876.0,64826.0,64838.0,618903,1054,1,64826.0005,1
2024-07-25 17:33:00+00:00,64838.0,64846.0,64812.0,64846.0,262713,741,0,64812.0005,1
2024-07-25 17:34:00+00:00,64846.0,64846.0,64770.08,64772.0,1168079,1613,5,64770.080500000004,1
2024-07-25 17:35:00+00:00,64772.01,64830.0,64766.0,64830.0,1628671,1028,4,64766.0005,1
2024-07-25 17:36:00+00:00,64830.0,64836.0,64807.18,64832.78,2936330,1236,3,64807.1805,1
2024-07-25 17:37:00+00:00,64832.78,64876.21,64823.81,64873.99,1197961,1006,1,64823.8105,1
2024-07-25 17:38:00+00:00,64874.0,64890.0,64852.0,64890.0,991816,820,1,64852.0005,1
2024-07-25 17:39:00+00:00,64889.99,64943.24,64884.0,64922.63,1343343,1169,2,64884.0005,1
2024-07-25 17:40:00+00:00,64922.63,64954.56,64912.32,64950.01,1879802,1210,1,64912.3205,1
2024-07-25 17:41:00+00:00,64950.01,64963.66,64930.57,64959.79,1962747,962,0,64930.5705,1
2024-07-25 17:42:00+00:00,64959.78,64959.79,64928.0,64950.0,2028084,1173,0,64928.0005,1
2024-07-25 17:43:00+00:00,64950.0,64950.0,64928.2,64928.2,898043,581,1,64928.2005,1
2024-07-25 17:44:00+00:00,64928.21,64976.83,64922.0,64967.99,1544618,993,0,64922.0005,1
2024-07-25 17:45:00+00:00,64968.0,64990.0,64915.81,64925.99,5069874,2016,0,64915.8105,1
2024-07-25 17:46:00+00:00,64925.99,64925.99,64823.41,64825.78,6008196,2073,2,64823.410500000005,1
2024-07-25 17:47:00+00:00,64825.79,64870.0,64820.17,64870.0,1465426,1249,1,64820.1705,1
2024-07-25 17:48:00+00:00,64869.99,64910.0,64852.0,64910.0,1336584,1132,0,64852.0005,1
2024-07-25 17:49:00+00:00,64909.99,64950.0,64884.03,64884.03,2967182,1494,0,64884.0305,1
2024-07-25 17:50:00+00:00,64884.03,64884.04,64842.3,64844.12,2585783,1388,2,64842.300500000005,1
2024-07-25 17:51:00+00:00,64844.11,64907.5,64834.64,64894.0,2104207,1175,1,64834.6405,1
2024-07-25 17:52:00+00:00,64894.01,65042.41,64894.0,65012.0,8561384,3623,0,64894.0005,1
2024-07-25 17:53:00+00:00,65012.01,65012.01,64960.0,64960.01,2508354,1223,2,64960.0005,1
2024-07-25 17:54:00+00:00,64960.01,64965.02,64952.01,64965.02,385178,583,1,64952.010500000004,1
2024-07-25 17:55:00+00:00,64965.01,64977.79,64952.01,64977.79,738260,1054,0,64952.010500000004,1
2024-07-25 17:56:00+00:00,64977.78,64989.53,64947.82,64966.92,1848233,2115,2,64947.8205,1
2024-07-25 17:57:00+00:00,64966.91,65003.99,64960.0,65003.99,765515,1711,1,64960.0005,1
2024-07-25 17:58:00+00:00,65003.99,65073.7,65002.0,65068.01,1869429,1538,0,65002.0005,1
2024-07-25 17:59:00+00:00,65068.0,65068.0,65040.0,65051.98,2662837,1144,2,65040.0005,1
2024-07-25 18:00:00+00:00,65051.98,65106.39,65050.0,65102.0,2154146,2061,1,65050.0005,1
2024-07-25 18:01:00+00:00,65102.0,65119.71,65101.99,65119.54,1278395,1048,0,65101.9905,1
2024-07-25 18:02:00+00:00,65119.54,65119.54,65088.68,65104.01,1869466,1057,1,65088.6805,1
2024-07-25 18:03:00+00:00,65104.0,65145.43,65094.0,65129.24,1768444,1447,0,65094.0005,1
2024-07-25 18:04:00+00:00,65129.23,65129.24,65070.0,65070.0,1541076,1063,1,65070.0005,1
2024-07-25 18:05:00+00:00,65070.0,65116.01,64992.02,65116.01,2502256,2150,0,64992.0205,1
2024-07-25 18:06:00+00:00,65116.0,65129.24,65060.0,65060.01,4313250,1672,1,65060.0005,1
2024-07-25 18:07:00+00:00,65060.01,65100.34,65060.0,65100.34,1126703,1035,1,65060.0005,1
2024-07-25 18:08:00+00:00,65100.33,65110.0,65048.0,65058.0,2104747,1324,0,65048.0005,1
2024-07-25 18:09:00+00:00,65058.0,65084.68,65040.0,65040.01,1855285,1054,0,65040.0005,1
2024-07-25 18:10:00+00:00,65040.01,65070.0,65003.08,65028.01,2567813,1575,0,65003.080500000004,1
2024-07-25 18:11:00+00:00,65028.01,65050.0,64994.0,65018.16,1809591,1132,1,64994.0005,1
2024-07-25 18:12:00+00:00,65018.15,65066.01,65018.15,65060.72,1005077,861,0,65018.1505,1
2024-07-25 18:13:00+00:00,65060.71,65070.0,65032.0,65032.01,1460064,822,4,65032.0005,1
2024-07-25 18:14:00+00:00,65032.01,65061.8,65024.01,65061.8,1328960,748,3,65024.010500000004,1
2024-07-25 18:15:00+00:00,65061.8,65101.24,65048.0,65101.24,2165099,1277,2,65048.0005,1
2024-07-25 18:16:00+00:00,65101.23,65110.0,65066.6,65109.44,1749344,1108,1,65066.6005,1
2024-07-25 18:17:00+00:00,65109.44,65187.82,65109.44,65158.01,2760678,1854,0,65109.440500000004,1
2024-07-25 18:18:00+00:00,65158.0,65175.31,65122.0,65152.0,1697041,1165,1,65122.0005,1
2024-07-25 18:19:00+00:00,65152.0,65156.01,65096.03,65156.01,2246556,1020,0,65096.0305,1
2024-07-25 18:20:00+00:00,65156.01,65156.01,65120.0,65140.0,1190116,742,0,65120.0005,1
2024-07-25 18:21:00+00:00,65139.99,65139.99,65010.0,65010.01,3920292,1756,4,65010.0005,1
2024-07-25 18:22:00+00:00,65010.01,65014.01,64968.34,64968.78,1849679,1273,0,64968.3405,1
2024-07-25 18:23:00+00:00,64968.78,64968.78,64840.0,64882.0,3332233,2627,2,64840.0005,1
2024-07-25 18:24:00+00:00,64881.99,64910.0,64876.94,64882.01,1576558,964,1,64876.940500000004,1
2024-07-25 18:25:00+00:00,64882.0,64931.47,64882.0,64931.47,1558214,1101,1,64882.0005,1
2024-07-25 18:26:00+00:00,64931.47,64940.17,64892.01,64905.94,1953158,1264,0,64892.010500000004,1
2024-07-25 18:27:00+00:00,64905.95,64905.95,64862.6,64898.0,1192928,760,0,64862.6005,1
2024-07-25 18:28:00+00:00,64898.0,64910.0,64874.0,64874.0,1173820,689,2,64874.0005,1
2024-07-25 18:29:00+00:00,64874.01,64894.48,64848.37,64894.47,1032568,1090,1,64848.370500000005,1
2024-07-25 18:30:00+00:00,64894.47,64957.99,64894.47,64952.0,1285898,1183,0,64894.4705,1
2024-07-25 18:31:00+00:00,64952.0,64960.0,64906.65,64922.0,2340715,1376,0,64906.6505,1
2024-07-25 18:32:00+00:00,64922.01,64932.0,64840.01,64853.99,3089522,2003,2,64840.010500000004,1
